smiles,atc_level1,atc_numeric
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,C - CARDIOVASCULAR SYSTEM,2
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,A - ALIMENTARY TRACT AND METABOLISM,0
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,A - ALIMENTARY TRACT AND METABOLISM,0
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,A - ALIMENTARY TRACT AND METABOLISM,0
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2],A - ALIMENTARY TRACT AND METABOLISM,0
O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,A - ALIMENTARY TRACT AND METABOLISM,0
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,S - SENSORY ORGANS,12
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,N - NERVOUS SYSTEM,9
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,S - SENSORY ORGANS,12
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,S - SENSORY ORGANS,12
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,R - RESPIRATORY SYSTEM,11
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,N - NERVOUS SYSTEM,9
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,R - RESPIRATORY SYSTEM,11
c1ccc(CC2=NCCN2)cc1,M - MUSCULO-SKELETAL SYSTEM,8
c1ccc(CC2=NCCN2)cc1,C - CARDIOVASCULAR SYSTEM,2
CCN(CC)C(=O)c1cccc(C)c1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,C - CARDIOVASCULAR SYSTEM,2
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,N - NERVOUS SYSTEM,9
COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)O)c3c2=O)cc1OCc1c(OC)ccc(F)c1F,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,A - ALIMENTARY TRACT AND METABOLISM,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,C - CARDIOVASCULAR SYSTEM,2
O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,D - DERMATOLOGICALS,3
CN[C@@H](C)[C@@H](O)c1ccccc1,R - RESPIRATORY SYSTEM,11
CN[C@@H](C)[C@@H](O)c1ccccc1,R - RESPIRATORY SYSTEM,11
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,A - ALIMENTARY TRACT AND METABOLISM,0
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,C - CARDIOVASCULAR SYSTEM,2
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,A - ALIMENTARY TRACT AND METABOLISM,0
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,N - NERVOUS SYSTEM,9
O=C(OC[C@H]1O[C@](O)(COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1,C - CARDIOVASCULAR SYSTEM,2
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,D - DERMATOLOGICALS,3
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,D - DERMATOLOGICALS,3
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
Cc1cc(C2CCCCC2)n(O)c(=O)c1,D - DERMATOLOGICALS,3
Cc1cc(C2CCCCC2)n(O)c(=O)c1,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
NC(=O)CN1CCCC1=O,N - NERVOUS SYSTEM,9
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,S - SENSORY ORGANS,12
CC(C)O,D - DERMATOLOGICALS,3
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,N - NERVOUS SYSTEM,9
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,C - CARDIOVASCULAR SYSTEM,2
CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,S - SENSORY ORGANS,12
C1N2CN3CN1CN(C2)C3,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,N - NERVOUS SYSTEM,9
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,S - SENSORY ORGANS,12
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,S - SENSORY ORGANS,12
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,A - ALIMENTARY TRACT AND METABOLISM,0
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,R - RESPIRATORY SYSTEM,11
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,D - DERMATOLOGICALS,3
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,R - RESPIRATORY SYSTEM,11
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,A - ALIMENTARY TRACT AND METABOLISM,0
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,N - NERVOUS SYSTEM,9
CN1C(=O)OC(C)(C)C1=O,N - NERVOUS SYSTEM,9
NCCCCCC(=O)O,B - BLOOD AND BLOOD FORMING ORGANS,1
Oc1ccccc1,R - RESPIRATORY SYSTEM,11
Oc1ccccc1,C - CARDIOVASCULAR SYSTEM,2
Oc1ccccc1,N - NERVOUS SYSTEM,9
Oc1ccccc1,D - DERMATOLOGICALS,3
CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,S - SENSORY ORGANS,12
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
Nc1ccncc1,N - NERVOUS SYSTEM,9
O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,A - ALIMENTARY TRACT AND METABOLISM,0
CN1Cc2c(N)cccc2C(c2ccccc2)C1,N - NERVOUS SYSTEM,9
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,N - NERVOUS SYSTEM,9
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,S - SENSORY ORGANS,12
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,C - CARDIOVASCULAR SYSTEM,2
CN(C)c1nc(N(C)C)nc(N(C)C)n1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
C#CCN[C@@H]1CCc2ccccc21,N - NERVOUS SYSTEM,9
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,M - MUSCULO-SKELETAL SYSTEM,8
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,D - DERMATOLOGICALS,3
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CNC[C@H](O)c1ccc(O)c(O)c1,R - RESPIRATORY SYSTEM,11
CNC[C@H](O)c1ccc(O)c(O)c1,S - SENSORY ORGANS,12
CNC[C@H](O)c1ccc(O)c(O)c1,R - RESPIRATORY SYSTEM,11
CNC[C@H](O)c1ccc(O)c(O)c1,B - BLOOD AND BLOOD FORMING ORGANS,1
CNC[C@H](O)c1ccc(O)c(O)c1,S - SENSORY ORGANS,12
CNC[C@H](O)c1ccc(O)c(O)c1,A - ALIMENTARY TRACT AND METABOLISM,0
CNC[C@H](O)c1ccc(O)c(O)c1,C - CARDIOVASCULAR SYSTEM,2
CNC[C@H](O)c1ccc(O)c(O)c1,R - RESPIRATORY SYSTEM,11
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,S - SENSORY ORGANS,12
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,N - NERVOUS SYSTEM,9
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,N - NERVOUS SYSTEM,9
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,S - SENSORY ORGANS,12
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,S - SENSORY ORGANS,12
OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,A - ALIMENTARY TRACT AND METABOLISM,0
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,A - ALIMENTARY TRACT AND METABOLISM,0
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,S - SENSORY ORGANS,12
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,D - DERMATOLOGICALS,3
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,S - SENSORY ORGANS,12
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,D - DERMATOLOGICALS,3
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,A - ALIMENTARY TRACT AND METABOLISM,0
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,R - RESPIRATORY SYSTEM,11
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,C - CARDIOVASCULAR SYSTEM,2
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,S - SENSORY ORGANS,12
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
C1CNCCN1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
C[C@H](N)[C@H](O)c1cccc(O)c1,C - CARDIOVASCULAR SYSTEM,2
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,N - NERVOUS SYSTEM,9
CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,C - CARDIOVASCULAR SYSTEM,2
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,C - CARDIOVASCULAR SYSTEM,2
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O.CNC(C)CC1CCCCC1,N - NERVOUS SYSTEM,9
C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,A - ALIMENTARY TRACT AND METABOLISM,0
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,N - NERVOUS SYSTEM,9
CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,A - ALIMENTARY TRACT AND METABOLISM,0
CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,N - NERVOUS SYSTEM,9
Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,A - ALIMENTARY TRACT AND METABOLISM,0
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,S - SENSORY ORGANS,12
Oc1cccc(O)c1,S - SENSORY ORGANS,12
Oc1cccc(O)c1,D - DERMATOLOGICALS,3
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,A - ALIMENTARY TRACT AND METABOLISM,0
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,S - SENSORY ORGANS,12
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,S - SENSORY ORGANS,12
CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,C - CARDIOVASCULAR SYSTEM,2
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,D - DERMATOLOGICALS,3
CCCCC1(CC)C(=O)NC(=O)NC1=O,N - NERVOUS SYSTEM,9
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,A - ALIMENTARY TRACT AND METABOLISM,0
Cc1ccccc1OCC(O)CO,M - MUSCULO-SKELETAL SYSTEM,8
O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],A - ALIMENTARY TRACT AND METABOLISM,0
CNC(=S)NCO,B - BLOOD AND BLOOD FORMING ORGANS,1
IC(I)I,D - DERMATOLOGICALS,3
CC(O)C(=O)[O-].[K+],B - BLOOD AND BLOOD FORMING ORGANS,1
N=C(N)NS(=O)(=O)c1ccc(N)cc1,A - ALIMENTARY TRACT AND METABOLISM,0
CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Mg+2],A - ALIMENTARY TRACT AND METABOLISM,0
CCCCCCc1ccc(O)cc1O,R - RESPIRATORY SYSTEM,11
C#CC(C)(O)CC,N - NERVOUS SYSTEM,9
C#CC(C)(O)CC,N - NERVOUS SYSTEM,9
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,D - DERMATOLOGICALS,3
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,S - SENSORY ORGANS,12
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
O=P([O-])([O-])O.[Ca+2],A - ALIMENTARY TRACT AND METABOLISM,0
CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CC(=O)[O-].[K+],B - BLOOD AND BLOOD FORMING ORGANS,1
O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+],A - ALIMENTARY TRACT AND METABOLISM,0
CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,D - DERMATOLOGICALS,3
O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.[Mg+2],A - ALIMENTARY TRACT AND METABOLISM,0
Cc1cccc(C)c1NC(=O)C(C)N,C - CARDIOVASCULAR SYSTEM,2
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,N - NERVOUS SYSTEM,9
